,farm_pig_no,gyobae_dt,one_now_kg,two_now_kg,three_now_kg,four_now_kg,five_now_kg,day_now_kg,B_now_kg,next_jae,next_chongsan,next_silsan,next_eudusu
4820,086-055,2018-09-18,2,2,2,2,2,10.0,991.0,4.0,9,6,9
4842,086-055,2018-09-18,2,2,2,2,2,10.0,991.0,4.0,9,6,9
7136,086-055,2019-02-11,6,0,0,0,0,6.0,1955.0,4.0,16,10,9
7161,086-055,2019-02-11,12,0,0,0,0,12.0,1955.0,4.0,16,10,9
7186,086-055,2019-02-11,19,0,0,0,0,19.0,1955.0,4.0,16,10,9
7211,086-055,2019-02-11,0,0,0,0,0,0.0,1955.0,4.0,16,10,9
7239,086-055,2019-02-11,13,0,13,0,0,26.0,1955.0,4.0,16,10,9
7267,086-055,2019-02-11,0,0,0,0,0,0.0,1955.0,4.0,16,10,9
7295,086-055,2019-02-11,0,0,16,16,0,32.0,1955.0,4.0,16,10,9
7323,086-055,2019-02-11,32,16,16,16,0,80.0,1955.0,4.0,16,10,9
7351,086-055,2019-02-11,36,18,18,18,0,90.0,1955.0,4.0,16,10,9
7379,086-055,2019-02-11,36,18,18,18,0,90.0,1955.0,4.0,16,10,9
7407,086-055,2019-02-11,40,20,20,20,0,100.0,1955.0,4.0,16,10,9
7435,086-055,2019-02-11,40,20,20,20,0,100.0,1955.0,4.0,16,10,9
7463,086-055,2019-02-11,40,20,20,20,0,100.0,1955.0,4.0,16,10,9
7491,086-055,2019-02-11,40,20,20,20,0,100.0,1955.0,4.0,16,10,9
7520,086-055,2019-02-11,40,20,20,20,0,100.0,1955.0,4.0,16,10,9
7548,086-055,2019-02-11,40,20,20,20,0,100.0,1955.0,4.0,16,10,9
7576,086-055,2019-02-11,40,20,20,20,0,100.0,1955.0,4.0,16,10,9
7604,086-055,2019-02-11,40,20,20,20,0,100.0,1955.0,4.0,16,10,9
7632,086-055,2019-02-11,40,20,20,20,0,100.0,1955.0,4.0,16,10,9
7660,086-055,2019-02-11,40,20,20,20,0,100.0,1955.0,4.0,16,10,9
7688,086-055,2019-02-11,40,20,20,20,0,100.0,1955.0,4.0,16,10,9
7716,086-055,2019-02-11,40,20,20,20,0,100.0,1955.0,4.0,16,10,9
7744,086-055,2019-02-11,40,20,20,20,0,100.0,1955.0,4.0,16,10,9
7772,086-055,2019-02-11,40,20,20,20,0,100.0,1955.0,4.0,16,10,9
7800,086-055,2019-02-11,40,20,20,20,0,100.0,1955.0,4.0,16,10,9
7828,086-055,2019-02-11,40,20,20,20,0,100.0,1955.0,4.0,16,10,9
7856,086-055,2019-02-11,0,0,0,0,0,0.0,1955.0,4.0,16,10,9
2055,087-025,2018-05-15,0,2,2,0,0,4.0,829.0,6.0,9,9,10
2072,087-025,2018-05-15,0,20,15,0,0,35.0,829.0,6.0,9,9,10
2089,087-025,2018-05-15,0,20,15,0,0,35.0,829.0,6.0,9,9,10
2106,087-025,2018-05-15,0,2,18,0,0,20.0,829.0,6.0,9,9,10
2123,087-025,2018-05-15,0,10,4,0,0,14.0,829.0,6.0,9,9,10
2140,087-025,2018-05-15,0,24,18,0,0,42.0,829.0,6.0,9,9,10
2157,087-025,2018-05-15,0,2,12,0,0,14.0,829.0,6.0,9,9,10
2174,087-025,2018-05-15,0,12,24,0,0,36.0,829.0,6.0,9,9,10
2191,087-025,2018-05-15,0,22,24,0,0,46.0,829.0,6.0,9,9,10
2224,087-025,2018-05-15,0,4,26,0,0,30.0,829.0,6.0,9,9,10
2257,087-025,2018-05-15,0,32,27,0,0,59.0,829.0,6.0,9,9,10
2290,087-025,2018-05-15,0,26,6,0,0,32.0,829.0,6.0,9,9,10
2323,087-025,2018-05-15,0,20,26,0,0,46.0,829.0,6.0,9,9,10
2356,087-025,2018-05-15,0,4,30,0,0,34.0,829.0,6.0,9,9,10
2389,087-025,2018-05-15,0,4,26,0,0,30.0,829.0,6.0,9,9,10
2422,087-025,2018-05-15,0,36,30,0,0,66.0,829.0,6.0,9,9,10
2455,087-025,2018-05-15,0,28,30,0,0,58.0,829.0,6.0,9,9,10
2488,087-025,2018-05-15,0,4,30,0,0,34.0,829.0,6.0,9,9,10
2522,087-025,2018-05-15,0,26,12,0,0,38.0,829.0,6.0,9,9,10
2556,087-025,2018-05-15,0,14,30,0,0,44.0,829.0,6.0,9,9,10
2590,087-025,2018-05-15,0,4,2,0,0,6.0,829.0,6.0,9,9,10
2624,087-025,2018-05-15,0,2,2,0,0,4.0,829.0,6.0,9,9,10
2658,087-025,2018-05-15,0,2,2,0,0,4.0,829.0,6.0,9,9,10
2692,087-025,2018-05-15,0,2,2,0,0,4.0,829.0,6.0,9,9,10
2726,087-025,2018-05-15,0,6,2,0,0,8.0,829.0,6.0,9,9,10
2760,087-025,2018-05-15,0,2,30,0,0,32.0,829.0,6.0,9,9,10
2794,087-025,2018-05-15,0,40,14,0,0,54.0,829.0,6.0,9,9,10
2828,087-025,2018-05-15,0,0,0,0,0,0.0,829.0,6.0,9,9,10
8547,087-025,2021-05-10,2,0,0,0,0,2.0,1673.0,5.0,9,9,11
8574,087-025,2021-05-10,13,0,13,0,0,26.0,1673.0,5.0,9,9,11
8628,087-025,2021-05-10,2,0,20,0,0,22.0,1673.0,5.0,9,9,11
8655,087-025,2021-05-10,20,0,25,0,0,45.0,1673.0,5.0,9,9,11
8682,087-025,2021-05-10,22,18,24,0,0,64.0,1673.0,5.0,9,9,11
8709,087-025,2021-05-10,2,18,14,0,0,34.0,1673.0,5.0,9,9,11
8736,087-025,2021-05-10,2,2,28,0,0,32.0,1673.0,5.0,9,9,11
8763,087-025,2021-05-10,2,2,24,0,0,28.0,1673.0,5.0,9,9,11
8790,087-025,2021-05-10,20,16,12,2,0,50.0,1673.0,5.0,9,9,11
8817,087-025,2021-05-10,2,2,10,2,0,16.0,1673.0,5.0,9,9,11
8844,087-025,2021-05-10,2,2,10,2,0,16.0,1673.0,5.0,9,9,11
8871,087-025,2021-05-10,4,2,8,2,0,16.0,1673.0,5.0,9,9,11
8898,087-025,2021-05-10,2,2,8,2,0,14.0,1673.0,5.0,9,9,11
8925,087-025,2021-05-10,2,2,10,2,0,16.0,1673.0,5.0,9,9,11
8952,087-025,2021-05-10,2,2,20,2,0,26.0,1673.0,5.0,9,9,11
8979,087-025,2021-05-10,2,2,8,2,0,14.0,1673.0,5.0,9,9,11
9006,087-025,2021-05-10,2,2,2,2,0,8.0,1673.0,5.0,9,9,11
9020,087-025,2021-05-10,2,2,20,2,0,26.0,1673.0,5.0,9,9,11
9047,087-025,2021-05-10,40,2,20,2,0,64.0,1673.0,5.0,9,9,11
9074,087-025,2021-05-10,40,20,20,2,0,82.0,1673.0,5.0,9,9,11
9101,087-025,2021-05-10,40,20,2,2,0,64.0,1673.0,5.0,9,9,11
9128,087-025,2021-05-10,28,2,20,2,0,52.0,1673.0,5.0,9,9,11
9155,087-025,2021-05-10,2,2,20,20,0,44.0,1673.0,5.0,9,9,11
9182,087-025,2021-05-10,20,20,2,2,0,44.0,1673.0,5.0,9,9,11
9209,087-025,2021-05-10,26,2,2,18,0,48.0,1673.0,5.0,9,9,11
9250,087-025,2021-05-10,0,2,20,2,0,24.0,1673.0,5.0,9,9,11
9266,087-025,2021-05-10,2,20,14,20,0,56.0,1673.0,5.0,9,9,11
9282,087-025,2021-05-10,14,20,14,2,0,50.0,1673.0,5.0,9,9,11
9298,087-025,2021-05-10,2,20,14,18,0,54.0,1673.0,5.0,9,9,11
9314,087-025,2021-05-10,2,20,2,2,0,26.0,1673.0,5.0,9,9,11
9329,087-025,2021-05-10,10,20,2,2,0,34.0,1673.0,5.0,9,9,11
9344,087-025,2021-05-10,32,20,20,2,0,74.0,1673.0,5.0,9,9,11
9359,087-025,2021-05-10,2,20,16,2,0,40.0,1673.0,5.0,9,9,11
9374,087-025,2021-05-10,28,20,12,4,0,64.0,1673.0,5.0,9,9,11
9389,087-025,2021-05-10,20,20,2,2,0,44.0,1673.0,5.0,9,9,11
9419,087-025,2021-05-10,30,2,20,2,0,54.0,1673.0,5.0,9,9,11
9449,087-025,2021-05-10,26,2,16,2,0,46.0,1673.0,5.0,9,9,11
9479,087-025,2021-05-10,2,2,20,2,0,26.0,1673.0,5.0,9,9,11
9509,087-025,2021-05-10,28,2,14,2,0,46.0,1673.0,5.0,9,9,11
9539,087-025,2021-05-10,14,2,20,2,0,38.0,1673.0,5.0,9,9,11
9569,087-025,2021-05-10,26,2,20,16,0,64.0,1673.0,5.0,9,9,11
9599,087-025,2021-05-10,22,14,20,2,0,58.0,1673.0,5.0,9,9,11
9629,087-025,2021-05-10,22,0,0,0,0,22.0,1673.0,5.0,9,9,11
1854,087-085,2018-05-14,2,2,2,0,0,6.0,2286.0,4.0,12,12,9
1886,087-085,2018-05-14,5,5,5,0,0,15.0,2286.0,4.0,12,12,9
1918,087-085,2018-05-14,7,7,7,0,0,21.0,2286.0,4.0,12,12,9
1950,087-085,2018-05-14,10,10,10,0,0,30.0,2286.0,4.0,12,12,9
1982,087-085,2018-05-14,13,13,13,0,0,39.0,2286.0,4.0,12,12,9
2014,087-085,2018-05-14,17,17,17,0,0,51.0,2286.0,4.0,12,12,9
2045,087-085,2018-05-14,0,0,0,0,9,9.0,2286.0,4.0,12,12,9
2062,087-085,2018-05-14,9,12,15,15,9,60.0,2286.0,4.0,12,12,9
2079,087-085,2018-05-14,10,14,17,17,10,68.0,2286.0,4.0,12,12,9
2096,087-085,2018-05-14,10,10,17,17,10,64.0,2286.0,4.0,12,12,9
2113,087-085,2018-05-14,12,16,20,20,12,80.0,2286.0,4.0,12,12,9
2130,087-085,2018-05-14,12,16,20,20,12,80.0,2286.0,4.0,12,12,9
2147,087-085,2018-05-14,14,18,22,22,14,90.0,2286.0,4.0,12,12,9
2164,087-085,2018-05-14,14,18,22,22,14,90.0,2286.0,4.0,12,12,9
2181,087-085,2018-05-14,15,20,25,25,15,100.0,2286.0,4.0,12,12,9
2198,087-085,2018-05-14,15,20,25,25,15,100.0,2286.0,4.0,12,12,9
2232,087-085,2018-05-14,15,20,25,25,15,100.0,2286.0,4.0,12,12,9
2265,087-085,2018-05-14,0,0,0,0,2,2.0,2286.0,4.0,12,12,9
2298,087-085,2018-05-14,0,0,0,25,15,40.0,2286.0,4.0,12,12,9
2331,087-085,2018-05-14,15,20,25,25,15,100.0,2286.0,4.0,12,12,9
2364,087-085,2018-05-14,15,20,25,25,15,100.0,2286.0,4.0,12,12,9
2397,087-085,2018-05-14,15,20,25,25,15,100.0,2286.0,4.0,12,12,9
2430,087-085,2018-05-14,15,20,25,25,15,100.0,2286.0,4.0,12,12,9
2463,087-085,2018-05-14,15,20,25,25,15,100.0,2286.0,4.0,12,12,9
2496,087-085,2018-05-14,15,20,25,25,15,100.0,2286.0,4.0,12,12,9
2530,087-085,2018-05-14,15,20,25,25,15,100.0,2286.0,4.0,12,12,9
2564,087-085,2018-05-14,15,20,25,25,15,100.0,2286.0,4.0,12,12,9
2598,087-085,2018-05-14,15,20,25,25,15,100.0,2286.0,4.0,12,12,9
2632,087-085,2018-05-14,15,20,25,25,15,100.0,2286.0,4.0,12,12,9
2666,087-085,2018-05-14,15,14,2,25,15,71.0,2286.0,4.0,12,12,9
2700,087-085,2018-05-14,15,20,2,25,15,77.0,2286.0,4.0,12,12,9
2734,087-085,2018-05-14,15,10,2,8,15,50.0,2286.0,4.0,12,12,9
2768,087-085,2018-05-14,2,2,2,25,2,33.0,2286.0,4.0,12,12,9
2802,087-085,2018-05-14,2,2,2,2,2,10.0,2286.0,4.0,12,12,9
2836,087-085,2018-05-14,0,0,0,0,0,0.0,2286.0,4.0,12,12,9
4657,087-085,2018-10-08,2,2,2,0,0,6.0,1470.0,4.0,20,19,12
4679,087-085,2018-10-08,7,7,7,0,0,21.0,1470.0,4.0,20,19,12
4701,087-085,2018-10-08,10,10,10,0,0,30.0,1470.0,4.0,20,19,12
4723,087-085,2018-10-08,13,13,13,0,0,39.0,1470.0,4.0,20,19,12
4745,087-085,2018-10-08,17,8,6,0,0,31.0,1470.0,4.0,20,19,12
4767,087-085,2018-10-08,4,4,2,2,2,14.0,1470.0,4.0,20,19,12
4789,087-085,2018-10-08,4,2,15,15,9,45.0,1470.0,4.0,20,19,12
4811,087-085,2018-10-08,10,14,17,17,10,68.0,1470.0,4.0,20,19,12
4833,087-085,2018-10-08,10,14,17,17,10,68.0,1470.0,4.0,20,19,12
4855,087-085,2018-10-08,12,16,20,20,12,80.0,1470.0,4.0,20,19,12
4870,087-085,2018-10-08,4,16,20,14,12,66.0,1470.0,4.0,20,19,12
4885,087-085,2018-10-08,0,0,0,0,0,0.0,1470.0,4.0,20,19,12
4900,087-085,2018-10-08,0,14,8,8,4,34.0,1470.0,4.0,20,19,12
4915,087-085,2018-10-08,4,4,2,12,10,32.0,1470.0,4.0,20,19,12
4930,087-085,2018-10-08,2,20,2,12,15,51.0,1470.0,4.0,20,19,12
4945,087-085,2018-10-08,0,0,25,25,15,65.0,1470.0,4.0,20,19,12
4976,087-085,2018-10-08,15,20,25,14,15,89.0,1470.0,4.0,20,19,12
5007,087-085,2018-10-08,15,10,25,14,15,79.0,1470.0,4.0,20,19,12
5038,087-085,2018-10-08,15,20,25,25,4,89.0,1470.0,4.0,20,19,12
5069,087-085,2018-10-08,2,20,25,25,15,87.0,1470.0,4.0,20,19,12
5100,087-085,2018-10-08,15,20,25,25,2,87.0,1470.0,4.0,20,19,12
5131,087-085,2018-10-08,2,20,25,25,15,87.0,1470.0,4.0,20,19,12
5162,087-085,2018-10-08,15,20,25,25,15,100.0,1470.0,4.0,20,19,12
5193,087-085,2018-10-08,15,20,14,25,15,89.0,1470.0,4.0,20,19,12
5224,087-085,2018-10-08,10,20,25,24,6,85.0,1470.0,4.0,20,19,12
5255,087-085,2018-10-08,2,20,2,2,2,28.0,1470.0,4.0,20,19,12
7502,087-085,2019-03-04,6,0,0,0,0,6.0,460.0,4.0,14,14,11
7530,087-085,2019-03-04,12,0,0,0,0,12.0,460.0,4.0,14,14,11
7558,087-085,2019-03-04,19,0,0,0,0,19.0,460.0,4.0,14,14,11
7586,087-085,2019-03-04,13,0,13,0,0,26.0,460.0,4.0,14,14,11
7614,087-085,2019-03-04,16,0,16,0,0,32.0,460.0,4.0,14,14,11
7642,087-085,2019-03-04,20,0,20,0,0,40.0,460.0,4.0,14,14,11
7670,087-085,2019-03-04,25,0,25,0,0,50.0,460.0,4.0,14,14,11
7698,087-085,2019-03-04,24,18,24,0,0,66.0,460.0,4.0,14,14,11
7726,087-085,2019-03-04,24,18,24,0,0,66.0,460.0,4.0,14,14,11
7754,087-085,2019-03-04,28,21,28,0,0,77.0,460.0,4.0,14,14,11
7782,087-085,2019-03-04,2,2,2,0,0,6.0,460.0,4.0,14,14,11
7810,087-085,2019-03-04,2,2,2,2,0,8.0,460.0,4.0,14,14,11
7838,087-085,2019-03-04,0,0,0,0,0,0.0,460.0,4.0,14,14,11
7866,087-085,2019-03-04,2,2,2,2,0,8.0,460.0,4.0,14,14,11
7881,087-085,2019-03-04,2,2,2,2,0,8.0,460.0,4.0,14,14,11
7896,087-085,2019-03-04,2,2,2,2,0,8.0,460.0,4.0,14,14,11
7911,087-085,2019-03-04,2,2,2,2,0,8.0,460.0,4.0,14,14,11
7926,087-085,2019-03-04,2,2,2,2,0,8.0,460.0,4.0,14,14,11
7941,087-085,2019-03-04,2,2,2,2,0,8.0,460.0,4.0,14,14,11
7956,087-085,2019-03-04,2,2,0,0,0,4.0,460.0,4.0,14,14,11
7971,087-085,2019-03-04,0,0,0,0,0,0.0,460.0,4.0,14,14,11
1417,086-007,2018-04-23,0,24,18,0,0,42.0,1256.0,4.0,18,14,10
1444,086-007,2018-04-23,0,24,18,0,0,42.0,1256.0,4.0,18,14,10
1471,086-007,2018-04-23,0,28,21,0,0,49.0,1256.0,4.0,18,14,10
1498,086-007,2018-04-23,0,28,21,0,0,49.0,1256.0,4.0,18,14,10
1525,086-007,2018-04-23,0,32,24,0,0,56.0,1256.0,4.0,18,14,10
1552,086-007,2018-04-23,0,32,24,0,0,56.0,1256.0,4.0,18,14,10
1579,086-007,2018-04-23,0,36,27,0,0,63.0,1256.0,4.0,18,14,10
1606,086-007,2018-04-23,0,36,27,0,0,63.0,1256.0,4.0,18,14,10
1633,086-007,2018-04-23,0,38,6,0,0,44.0,1256.0,4.0,18,14,10
1660,086-007,2018-04-23,0,24,30,0,0,54.0,1256.0,4.0,18,14,10
1687,086-007,2018-04-23,0,40,30,0,0,70.0,1256.0,4.0,18,14,10
1714,086-007,2018-04-23,0,40,30,0,0,70.0,1256.0,4.0,18,14,10
1746,086-007,2018-04-23,0,40,30,0,0,70.0,1256.0,4.0,18,14,10
1778,086-007,2018-04-23,0,38,30,0,0,68.0,1256.0,4.0,18,14,10
1810,086-007,2018-04-23,0,34,30,0,0,64.0,1256.0,4.0,18,14,10
1842,086-007,2018-04-23,0,38,30,0,0,68.0,1256.0,4.0,18,14,10
1874,086-007,2018-04-23,0,38,24,0,0,62.0,1256.0,4.0,18,14,10
1906,086-007,2018-04-23,0,0,0,0,0,0.0,1256.0,4.0,18,14,10
1938,086-007,2018-04-23,0,28,30,0,0,58.0,1256.0,4.0,18,14,10
1970,086-007,2018-04-23,0,38,30,0,0,68.0,1256.0,4.0,18,14,10
2002,086-007,2018-04-23,0,40,30,0,0,70.0,1256.0,4.0,18,14,10
2034,086-007,2018-04-23,0,40,30,0,0,70.0,1256.0,4.0,18,14,10
4431,086-007,2018-09-17,13,18,22,22,0,75.0,1248.0,4.0,15,13,12
4451,086-007,2018-09-17,13,13,13,0,0,39.0,1248.0,4.0,15,13,12
4471,086-007,2018-09-17,17,17,17,0,0,51.0,1248.0,4.0,15,13,12
4490,086-007,2018-09-17,9,12,15,15,9,60.0,1248.0,4.0,15,13,12
4499,086-007,2018-09-17,9,12,15,15,9,60.0,1248.0,4.0,15,13,12
4508,086-007,2018-09-17,10,14,17,17,10,68.0,1248.0,4.0,15,13,12
4517,086-007,2018-09-17,10,14,17,17,10,68.0,1248.0,4.0,15,13,12
4526,086-007,2018-09-17,12,16,20,20,12,80.0,1248.0,4.0,15,13,12
4535,086-007,2018-09-17,12,16,20,20,12,80.0,1248.0,4.0,15,13,12
4544,086-007,2018-09-17,14,18,22,22,14,90.0,1248.0,4.0,15,13,12
4553,086-007,2018-09-17,14,18,22,22,14,90.0,1248.0,4.0,15,13,12
4562,086-007,2018-09-17,0,0,0,2,15,17.0,1248.0,4.0,15,13,12
4571,086-007,2018-09-17,15,20,25,25,15,100.0,1248.0,4.0,15,13,12
4580,086-007,2018-09-17,15,20,25,25,0,85.0,1248.0,4.0,15,13,12
4602,086-007,2018-09-17,0,0,25,25,15,65.0,1248.0,4.0,15,13,12
4624,086-007,2018-09-17,15,20,25,25,15,100.0,1248.0,4.0,15,13,12
4646,086-007,2018-09-17,0,0,25,25,15,65.0,1248.0,4.0,15,13,12
4668,086-007,2018-09-17,0,0,0,25,15,40.0,1248.0,4.0,15,13,12
4690,086-007,2018-09-17,15,0,0,0,0,15.0,1248.0,4.0,15,13,12
4712,086-007,2018-09-17,0,0,0,0,0,0.0,1248.0,4.0,15,13,12
4734,086-007,2018-09-17,0,0,0,0,0,0.0,1248.0,4.0,15,13,12
4756,086-007,2018-09-17,0,0,0,0,0,0.0,1248.0,4.0,15,13,12
4778,086-007,2018-09-17,0,0,0,0,0,0.0,1248.0,4.0,15,13,12
4800,086-007,2018-09-17,0,0,0,0,0,0.0,1248.0,4.0,15,13,12
4822,086-007,2018-09-17,0,0,0,0,0,0.0,1248.0,4.0,15,13,12
4844,086-007,2018-09-17,0,0,0,0,0,0.0,1248.0,4.0,15,13,12
7142,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7167,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7192,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7217,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7245,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7273,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7301,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7329,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7357,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7385,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7413,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7441,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7469,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7497,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7500,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7528,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7556,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7584,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7612,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7640,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7668,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7696,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7724,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7752,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7780,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7808,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7836,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7864,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7879,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7894,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7909,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7924,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7939,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7954,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
7969,086-007,2019-02-11,0,0,0,0,0,0.0,0.0,95.0,9,9,11
893,086-033,2018-04-03,2,2,2,14,6,26.0,1590.0,7.0,4,4,10
920,086-033,2018-04-03,10,14,17,17,6,64.0,1590.0,7.0,4,4,10
947,086-033,2018-04-03,2,14,8,12,2,38.0,1590.0,7.0,4,4,10
974,086-033,2018-04-03,2,10,6,12,2,32.0,1590.0,7.0,4,4,10
1001,086-033,2018-04-03,2,2,6,2,12,24.0,1590.0,7.0,4,4,10
1028,086-033,2018-04-03,10,18,2,18,14,62.0,1590.0,7.0,4,4,10
1058,086-033,2018-04-03,14,18,22,22,0,76.0,1590.0,7.0,4,4,10
1070,086-033,2018-04-03,14,18,8,22,10,72.0,1590.0,7.0,4,4,10
1082,086-033,2018-04-03,4,18,22,18,13,75.0,1590.0,7.0,4,4,10
1094,086-033,2018-04-03,13,18,22,4,13,70.0,1590.0,7.0,4,4,10
1106,086-033,2018-04-03,13,18,2,2,13,48.0,1590.0,7.0,4,4,10
1118,086-033,2018-04-03,13,16,4,8,13,54.0,1590.0,7.0,4,4,10
1131,086-033,2018-04-03,13,18,0,0,2,33.0,1590.0,7.0,4,4,10
1158,086-033,2018-04-03,4,2,8,2,8,24.0,1590.0,7.0,4,4,10
1185,086-033,2018-04-03,2,10,10,16,13,51.0,1590.0,7.0,4,4,10
1212,086-033,2018-04-03,2,16,22,20,13,73.0,1590.0,7.0,4,4,10
1239,086-033,2018-04-03,0,0,0,0,0,0.0,1590.0,7.0,4,4,10
1266,086-033,2018-04-03,0,0,27,0,0,27.0,1590.0,7.0,4,4,10
1293,086-033,2018-04-03,0,36,27,0,0,63.0,1590.0,7.0,4,4,10
1320,086-033,2018-04-03,0,4,27,0,0,31.0,1590.0,7.0,4,4,10
1347,086-033,2018-04-03,0,12,27,0,0,39.0,1590.0,7.0,4,4,10
1374,086-033,2018-04-03,0,2,27,0,0,29.0,1590.0,7.0,4,4,10
1401,086-033,2018-04-03,0,2,27,0,0,29.0,1590.0,7.0,4,4,10
1428,086-033,2018-04-03,0,6,27,0,0,33.0,1590.0,7.0,4,4,10
1455,086-033,2018-04-03,0,6,27,0,0,33.0,1590.0,7.0,4,4,10
1482,086-033,2018-04-03,0,2,18,0,0,20.0,1590.0,7.0,4,4,10
1509,086-033,2018-04-03,0,36,27,0,0,63.0,1590.0,7.0,4,4,10
1536,086-033,2018-04-03,0,36,27,0,0,63.0,1590.0,7.0,4,4,10
1563,086-033,2018-04-03,0,36,27,0,0,63.0,1590.0,7.0,4,4,10
1590,086-033,2018-04-03,0,36,27,0,0,63.0,1590.0,7.0,4,4,10
1617,086-033,2018-04-03,0,36,27,0,0,63.0,1590.0,7.0,4,4,10
1644,086-033,2018-04-03,0,36,27,0,0,63.0,1590.0,7.0,4,4,10
1671,086-033,2018-04-03,0,2,27,0,0,29.0,1590.0,7.0,4,4,10
1698,086-033,2018-04-03,0,30,27,0,0,57.0,1590.0,7.0,4,4,10
4155,086-033,2018-08-25,2,2,2,0,0,6.0,1457.0,4.0,16,16,9
4176,086-033,2018-08-25,10,10,10,0,0,30.0,1457.0,4.0,16,16,9
4197,086-033,2018-08-25,13,13,13,0,0,39.0,1457.0,4.0,16,16,9
4218,086-033,2018-08-25,12,17,17,0,0,46.0,1457.0,4.0,16,16,9
4239,086-033,2018-08-25,9,12,15,15,9,60.0,1457.0,4.0,16,16,9
4260,086-033,2018-08-25,9,12,15,4,2,42.0,1457.0,4.0,16,16,9
4271,086-033,2018-08-25,10,2,4,12,10,38.0,1457.0,4.0,16,16,9
4282,086-033,2018-08-25,10,10,2,16,10,48.0,1457.0,4.0,16,16,9
4293,086-033,2018-08-25,12,16,20,8,12,68.0,1457.0,4.0,16,16,9
4304,086-033,2018-08-25,12,16,20,18,12,78.0,1457.0,4.0,16,16,9
4315,086-033,2018-08-25,14,18,16,8,14,70.0,1457.0,4.0,16,16,9
4326,086-033,2018-08-25,14,14,22,16,14,80.0,1457.0,4.0,16,16,9
4337,086-033,2018-08-25,15,8,25,20,15,83.0,1457.0,4.0,16,16,9
4348,086-033,2018-08-25,15,20,25,20,15,95.0,1457.0,4.0,16,16,9
4359,086-033,2018-08-25,15,4,25,22,15,81.0,1457.0,4.0,16,16,9
4370,086-033,2018-08-25,15,2,25,20,2,64.0,1457.0,4.0,16,16,9
4381,086-033,2018-08-25,4,20,25,14,15,78.0,1457.0,4.0,16,16,9
4392,086-033,2018-08-25,15,20,25,16,15,91.0,1457.0,4.0,16,16,9
4403,086-033,2018-08-25,15,16,25,4,15,75.0,1457.0,4.0,16,16,9
4414,086-033,2018-08-25,0,0,0,0,0,0.0,1457.0,4.0,16,16,9
4425,086-033,2018-08-25,2,20,25,25,2,74.0,1457.0,4.0,16,16,9
4445,086-033,2018-08-25,2,20,25,25,15,87.0,1457.0,4.0,16,16,9
4465,086-033,2018-08-25,14,2,2,25,2,45.0,1457.0,4.0,16,16,9
4485,086-033,2018-08-25,12,2,25,25,15,79.0,1457.0,4.0,16,16,9
6709,086-033,2019-01-21,20,0,0,0,0,20.0,1517.0,4.0,4,4,9
6731,086-033,2019-01-21,13,0,13,0,0,26.0,1517.0,4.0,4,4,9
